longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
-118.51,34.93,18,2198.0,421.0,1339.0,451.0,3.4519,between 119600.0 and 179700.0
-117.29,33.85,41,982.0,194.0,751.0,244.0,2.6598,between 179700.0 and 264725.0
-122.35,37.55,28,1754.0,357.0,1014.0,351.0,4.8237,greater than 264725.0
-118.17,33.74,35,2381.0,488.0,1421.0,465.0,1.9453,less than 119600.0
-117.94,33.51,16,1119.0,236.0,827.0,255.0,5.6121,between 119600.0 and 179700.0
-118.59,34.46,46,2942.0,626.0,1983.0,592.0,2.1349,greater than 264725.0
-117.38,34.25,11,2676.0,552.0,1878.0,499.0,6.4882,between 179700.0 and 264725.0
-118.75,33.96,32,2015.0,401.0,1349.0,419.0,3.6732,less than 119600.0
-121.59,38.21,19,2452.0,488.0,1818.0,536.0,4.1029,between 119600.0 and 179700.0
-118.22,34.17,44,1422.0,296.0,822.0,286.0,2.4638,greater than 264725.0
-117.75,34.49,38,1947.0,421.0,1073.0,392.0,5.9451,between 179700.0 and 264725.0
-122.49,37.81,18,1292.0,273.0,752.0,246.0,3.2165,less than 119600.0
-117.18,33.39,21,2463.0,515.0,1732.0,484.0,2.9512,between 119600.0 and 179700.0
-119.25,36.46,26,1861.0,394.0,1258.0,409.0,6.4291,greater than 264725.0
-118.42,34.07,48,2238.0,488.0,1361.0,457.0,1.7345,less than 119600.0
-117.46,33.65,14,2758.0,592.0,2029.0,555.0,5.2739,between 179700.0 and 264725.0
-118.01,33.94,37,1636.0,349.0,933.0,319.0,4.1382,between 119600.0 and 179700.0
-121.85,38.43,25,2915.0,646.0,2162.0,623.0,3.5498,greater than 264725.0
-117.93,34.18,42,2514.0,552.0,1689.0,506.0,2.0811,less than 119600.0
-118.54,34.33,29,2123.0,463.0,1363.0,457.0,6.1556,between 179700.0 and 264725.0
-122.27,37.65,24,1849.0,391.0,1083.0,362.0,1.9995,less than 119600.0
-117.67,34.22,31,2329.0,503.0,1579.0,483.0,5.6344,between 119600.0 and 179700.0
-118.35,33.99,20,2061.0,448.0,1258.0,427.0,4.2991,greater than 264725.0
-121.49,38.11,30,2781.0,612.0,2091.0,605.0,3.0156,between 119600.0 and 179700.0
-117.92,34.44,45,2435.0,548.0,1652.0,522.0,2.4278,greater than 264725.0
-118.19,34.04,33,1987.0,441.0,1182.0,408.0,5.8173,between 179700.0 and 264725.0
-122.16,37.69,27,1623.0,357.0,971.0,321.0,1.8551,less than 119600.0
-117.59,33.82,19,2895.0,633.0,2178.0,593.0,6.4992,greater than 264725.0
-118.49,34.29,40,2292.0,508.0,1471.0,492.0,2.6038,less than 119600.0
-117.27,33.58,22,2612.0,583.0,1924.0,536.0,4.9562,between 119600.0 and 179700.0
-121.92,38.36,24,2964.0,673.0,2273.0,645.0,3.6349,between 179700.0 and 264725.0
-118.03,34.13,36,2117.0,478.0,1339.0,456.0,2.1919,greater than 264725.0
